start_time,src_ip,src_port,dst_ip,dst_port,ip_protocol,history,conn_state,tcp_flags,packet_nb,packet_nb_orig,packet_nb_resp,a_l3_payload_size_orig_total,a_l3_payload_size_resp_total,a_l3_payload_size_orig_min,a_l3_payload_size_orig_max,duration,label
1777866113.962867,172.16.0.5,60507,23.3.75.137,443,6,ShDd,RSTO,SFRPAEC,71,33,38,3936,32591,51,1404,14.956236,benign
1777866113.9643192,172.16.0.5,49554,23.48.203.106,443,17,Dd,OTH,,390,139,251,12031,272086,39,1258,14.948593,benign
1777866113.965079,172.16.0.5,60508,108.139.47.108,443,6,ShDd,SF,SFPAEC,28,14,14,3848,7648,84,1460,14.964812,benign
1777866113.9659026,172.16.0.5,58179,2.18.67.89,443,17,Dd,OTH,,31,14,17,3617,7520,38,1258,14.946597,benign
1777866113.967534,172.16.0.5,60509,150.171.28.12,443,6,ShDd,RSTR,SFRPAEC,45,18,27,4455,9410,94,1460,14.955942,benign
1777866114.0688322,172.16.0.5,60510,13.69.239.78,443,6,ShDd,SF,SFPAEC,224,128,96,133221,11163,94,1460,14.924478,benign
1777866114.7955115,172.16.0.5,60511,204.79.197.203,443,6,ShDd,SF,SFPAEC,51,21,30,3547,9983,51,1430,14.123932,benign
1777866115.2107675,172.16.0.5,60512,150.171.28.10,443,6,ShDd,RSTR,SFRPAEC,39,16,23,4430,7189,94,1460,13.713197,benign
1777866115.2113159,172.16.0.5,60513,23.48.203.112,443,6,ShDd,SF,SFPAEC,31,16,15,2204,9118,100,1404,13.711284,benign
1777866115.2119198,172.16.0.5,60514,23.48.203.112,443,6,ShDd,SF,SFPAEC,23,11,12,2096,6236,100,1404,13.71108,benign
1777866115.2128284,172.16.0.5,60515,150.171.28.10,443,6,ShDd,RSTR,SFRPAEC,36,15,21,2824,7113,94,1430,13.710843,benign
1777866115.5281153,172.16.0.5,60516,13.69.239.78,443,6,ShDd,RSTO,SFRPAEC,14,8,6,3171,779,379,1430,2.555231,benign
1777866115.5293326,172.16.0.5,60517,13.69.239.78,443,6,ShDd,RSTO,SFRPAEC,14,8,6,3171,779,379,1430,2.545678,benign
1777866115.635676,172.16.0.5,60518,204.79.197.203,443,6,ShDd,SF,SFPAEC,139,58,81,15956,28060,51,1430,13.284333,benign
1777866116.5460932,172.16.0.5,60519,13.69.239.78,443,6,ShDd,RSTO,SFRPAEC,15,9,6,3287,779,411,1430,2.542233,benign
1777866118.6272047,162.159.61.3,443,172.16.0.5,59493,17,Dd,OTH,,26,14,12,7213,4563,31,1208,10.294227,benign
1777866118.6292508,172.16.0.5,60520,162.159.61.3,443,6,ShDd,SF,SFPAEC,23,13,10,3790,3780,303,1472,10.297376,benign
1777866118.6303763,172.16.0.5,62819,172.64.41.3,443,17,Dd,OTH,,43,21,22,6336,10837,51,1258,10.281747,benign
1777866118.6315558,162.159.61.3,443,172.16.0.5,56305,17,Dd,OTH,,26,14,12,7214,4565,31,1208,10.263561,benign
1777866118.6324067,172.16.0.5,60521,162.159.61.3,443,6,ShDd,SF,SFPAEC,19,11,8,2111,3704,441,1430,10.269041,benign
1777866301.7424977,172.16.0.5,60522,20.52.64.201,443,6,ShDd,RSTO,SFRPAEC,40,20,20,4477,5249,58,1361,3.834006,benign
1777866926.6865966,172.16.0.5,60524,51.11.168.232,443,6,ShDd,SF,SFPAEC,33,16,17,1590,4635,58,567,3.150067,benign
1777867257.5888414,172.16.0.5,60525,52.123.129.14,443,6,ShDd,SF,SFPAEC,25,13,12,3133,2415,94,812,72.235035,benign
1777867329.8152618,172.16.0.5,60526,52.123.129.14,443,6,ShDd,RSTR,SRPAEC,18,9,9,2416,1464,94,812,67.333146,benign
1777867561.2516265,172.16.0.5,60527,142.250.31.95,443,6,ShDd,S1,SPAEC,21485,7326,14159,180996,19799510,218,602,2162.347709,benign
1777867630.050411,172.16.0.5,60528,52.123.129.14,443,6,ShDd,RSTR,SRPAEC,52,26,26,2756,10169,94,812,67.60146,benign
1777867930.897784,172.16.0.5,60529,52.123.129.14,443,6,ShDd,RSTR,SRPAEC,54,27,27,2788,10725,94,812,63.595531,benign
1777868101.7738888,172.16.0.5,60530,20.42.65.90,443,6,ShDd,SF,SFPAEC,35,17,18,2890,5061,58,965,0.78182,benign
1777868231.8368914,172.16.0.5,60531,52.123.129.14,443,6,ShDd,RSTR,SRPAEC,52,26,26,2756,10171,94,812,64.424637,benign
